funnel_state,next_action,law_name,title,family,making_classification,making_review,lat_candidate,lat_count,has_fitness,has_tree,duty_types,last_lat_session,last_session_status,verdict
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_ssi_2014_367,Scottish Landfill Tax (Prescribed Landfill Site Activities) Order,💚 WASTE,"","",t,23,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_ssi_2015_188,Waste (Meaning of Hazardous Waste and European Waste Catalogue) (Miscellaneous Amendments) (Scotland) Regulations,💚 WASTE,"","",t,20,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_ssi_2015_214,Environmental Liability (Scotland) Amendment Regulations,💚 ENVIRONMENTAL PROTECTION,not_making,"",f,17,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_ssi_2021_50,Personal Protective Equipment (Temporary Arrangements) (Coronavirus) (Scotland) Regulations,💙 HEALTH: Coronavirus,not_making,"",f,39,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_ssi_2026_49,Town and Country Planning (Fees for Applications) (Scotland) Amendment Regulations,💚 TOWN & COUNTRY PLANNING,not_making,not_making,f,26,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_1969_1263,Clean Air (Emission of Dark Smoke) (Exemption) Regulations,💚 AIR QUALITY,not_making,"",f,6,t,t,"",lat-parse-qq-missing-fractalaw-2026-06-24-0826,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_1998_3111,Road Vehicles (Authorised Weight) Regulations,💙 TRANSPORT: Road Safety,not_making,"",f,18,t,t,"",lat-parse-qq-missing-fractalaw-2026-06-24-0826,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2004_2736,Town and Country Planning (Fees for Applications and Deemed Applications) (Amendment) (Wales) Regulations,💚 TOWN & COUNTRY PLANNING,not_making,not_making,f,20,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2004_701,Water Industry (Prescribed Conditions) (Undertakers Wholly or Mainly in Wales) Regulations,💚 WATER & WASTEWATER,not_making,"",f,26,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2006_2988,Radioactive Contaminated Land (Modification of Enactments) (Wales) Regulations,💚 ENVIRONMENTAL PROTECTION,uncertain,"",t,83,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2008_198,Passenger and Goods Vehicles (Recording Equipment) (Downloading and Retention of Data) Regulations,💙 TRANSPORT: Road Safety,uncertain,making,t,11,t,t,"",lat-parse-qq-missing-fractalaw-2026-06-24-0826,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2014_2366,Smoke Control Areas (Authorised Fuels) (England) (No. 2) Regulations,💚 AIR QUALITY,not_making,"",f,13,t,t,"",lat-parse-qq-no-lat-backfill-2026-06-25-2003,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2014_2868,Drug Driving (Specified Limits) (England and Wales) Regulations,💙 TRANSPORT: Road Safety,not_making,making,t,6,t,t,"",lat-parse-qq-gaps-2026-07-23,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2014_3277,"Misuse of Drugs (Amendment No. 3) (England, Wales and Scotland) Regulations",💙 HEALTH: Drug & Medicine Safety,"","",t,12,t,t,"",lat-parse-qq-no-lat-backfill-2026-06-25-2003,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2015_1360,Hazardous Waste (Miscellaneous Amendments) Regulations,💚 WASTE,"","",t,49,t,t,"",lat-parse-qq-no-lat-backfill-2026-06-25-2003,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2015_1393,Control of Major Accident Hazards (Amendment) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,5,t,t,"",lat-parse-qq-gaps-2026-07-23,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2015_307,Smoke Control Areas (Exempted Fireplaces) (England) Order,💚 AIR QUALITY,not_making,"",f,9,t,t,"",lat-parse-qq-no-lat-backfill-2026-06-25-2003,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2016_1245,"Companies, Partnerships and Groups (Accounts and Non-Financial Reporting) Regulations",💚 CLIMATE CHANGE,not_making,making,t,23,t,t,"",lat-parse-qq-missing-fractalaw-2026-06-24-0826,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2016_336,Hazardous Waste (England and Wales) (Amendment) Regulations,💚 WASTE,"","",t,25,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2017_81,Noise from Audible Intruder Alarms (Wales) (Revocation) and Control of Noise (Codes of Practice for Construction and Open Sites) (Wales) Order,💙 HEALTH: Public,not_making,"",f,11,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2018_24,Community Drivers’ Hours Offences (Enforcement) Regulations,💙 TRANSPORT: Road Safety,uncertain,making,t,52,t,t,"",lat-parse-qq-missing-fractalaw-2026-06-24-0826,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2021_1315,Environmental Authorisations (Scotland) Regulations 2018 (Consequential Modifications) Order,,"","",t,12,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2024_49,Biodiversity Gain (Town and Country Planning) (Consequential Amendments) Regulations,💚 WILDLIFE & COUNTRYSIDE,"","",t,19,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_uksi_2025_140,Separation of Waste (England) Regulations,💚 WASTE,not_making,"",f,30,t,t,"",lat-parse-qq-no-lat-backfill-2026-06-25-2003,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_wsi_2011_971,Waste (Miscellaneous Provisions) (Wales) Regulations,💚 WASTE,"","",t,12,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_wsi_2018_721,Hazardous Waste (Miscellaneous Amendments) (Wales) Regulations,💚 WASTE,"","",t,13,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_wsi_2020_1489,Personal Protective Equipment (Temporary Arrangements) (Coronavirus) (Wales) Regulations,💙 HEALTH: Coronavirus,not_making,"",f,42,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
F3_fractalaw_no_drrp_output,fractalaw:why_no_drrp,UK_wsi_2026_71,Waste Separation Requirements (Wales) (Amendment) Regulations,💚 ENVIRONMENTAL PROTECTION,not_making,not_making,f,16,t,t,"",lat-parse-qq-missing-2026-07-09,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_asp_2011_6,Wildlife and Natural Environment (Scotland) Act,💚 WILDLIFE & COUNTRYSIDE,uncertain,"",t,450,f,f,"[""Right""]",lat-parse-bms-triage-2026-07-28,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_eur_2008_307,"Commission Regulation (EC) No 307/2008 of 2 April 2008 establishing, pursuant to Regulation (EC) No 842/2006 of the European Parliament and of the Council, minimum requirements for training programmes and the conditions for mutual recognition of training attestations for personnel as regards air-conditioning systems in certain motor vehicles containing certain fluorinated greenhouse gases (Text with EEA relevance)",💚 CLIMATE CHANGE,not_making,"",f,19,f,f,"",lat-parse-qq-no-lat-backfill-2026-06-25-2003,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_ssi_2005_658,Contaminated Land (Scotland) Regulations,💚 POLLUTION,uncertain,"",t,73,f,f,"",lat-parse-bms-triage-2026-07-28,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_ssi_2008_221,Register of Sites of Special Scientific Interest (Scotland) Regulations,💚 WILDLIFE & COUNTRYSIDE,not_making,"",f,34,f,f,"",lat-parse-bms-triage-2026-07-28,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_ssi_2010_434,Town and Country Planning (Tree Preservation Order and Trees in Conservation Areas) (Scotland) Regulations,💚 TOWN & COUNTRY PLANNING,"","",t,98,f,f,"",lat-parse-qq-missing-2026-07-09,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_ssi_2011_226,Waste (Scotland) Regulations,💚 WASTE,"","",t,81,f,f,"",lat-parse-qq-missing-2026-07-09,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_ukpga_1933_13,Foreign Judgments (Reciprocal Enforcement) Act,,"","",t,107,f,f,"",lat-parse-qq-missing-2026-07-09,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_ukpga_1947_41,Fire Services Act,,"","",t,102,f,f,"",lat-parse-qq-missing-2026-07-09,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_ukpga_1947_48,Agriculture Act,💚 AGRICULTURE,uncertain,"",t,187,f,f,"",lat-parse-qq-no-lat-backfill-2026-06-25-2003,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_ukpga_1947_53,Town and Country Planning (Scotland) Act,💚 TOWN & COUNTRY PLANNING,uncertain,"",t,33,f,f,"",lat-reparse-shallow-2026-07-13,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_uksi_1986_2128,Passenger and Goods Vehicles (Recording Equipment) (Approval of fitters and workshops) (Fees) Regulations,💙 TRANSPORT: Road Safety,not_making,"",f,8,f,f,"[""Right""]",lat-parse-qq-missing-2026-07-09,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_uksi_1998_3084,Water (Prevention of Pollution) (Code of Practice) Order,💚 WATER & WASTEWATER,not_making,"",f,6,f,f,"",lat-parse-bms-triage-2026-07-28,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_uksi_2018_1155,Companies (Directors’ Report) and Limited Liability Partnerships (Energy and Carbon Report) Regulations,💚 CLIMATE CHANGE,uncertain,"",t,149,f,f,"",lat-parse-bms-triage-2026-07-28,confirmed,""
L1_lat_never_enriched,fractalaw:enrich,UK_uksi_2018_1214,Waste Electrical and Electronic Equipment (Amendment) (No. 2) Regulations,💚 WASTE,uncertain,"",t,65,f,f,"[""Right"", ""Responsibility""]",lat-parse-bms-triage-2026-07-28,confirmed,""
P1_deferred_in_lat_session,jason:parse_or_cleanup,UK_asp_2008_5,Public Health etc. (Scotland) Act,💙 HEALTH: Public,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,pending,""
P1_deferred_in_lat_session,jason:parse_or_cleanup,UK_ukpga_1989_6,Official Secrets Act,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,pending,""
P1_deferred_in_lat_session,jason:parse_or_cleanup,UK_ukpga_2006_46,Companies Act,,uncertain,"",t,0,f,f,"",lat-parse-qq-gaps-2026-07-23,pending,""
P1_deferred_in_lat_session,jason:parse_or_cleanup,UK_ukpga_2010_23,Bribery Act,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,pending,""
P1_deferred_in_lat_session,jason:parse_or_cleanup,UK_ukpga_2016_25,Investigatory Powers Act,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,pending,""
P1_deferred_in_lat_session,jason:parse_or_cleanup,UK_ukpga_2017_3,Policing and Crime Act,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,pending,""
P1_deferred_in_lat_session,jason:parse_or_cleanup,UK_ukpga_2018_16,European Union (Withdrawal) Act,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,pending,""
P1_deferred_in_lat_session,jason:parse_or_cleanup,UK_ukpga_2019_3,Counter-Terrorism and Border Security Act,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,pending,""
Q1_lat_candidate_never_queued,legal:lat_session,UK_ukpga_1949_55,Prevention of Damage by Pests Act,💚 AGRICULTURE: Pesticides,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_ukpga_1986_14,Animals (Scientific Procedures) Act,💚 ANIMALS & ANIMAL HEALTH,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_ukpga_1990_18,Computer Misuse Act,💙 PUBLIC: Data,making,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_ukpga_1991_40,Road Traffic Act,💙 TRANSPORT: Road Safety,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_ukpga_1998_33,Landmines Act,💙 FIRE: Dangerous and Explosive Substances,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_ukpga_2010_11,Cluster Munitions (Prohibitions) Act,💙 FIRE: Dangerous and Explosive Substances,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_ukpga_2015_6,Counter-Terrorism and Security Act,💙 PUBLIC,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_ukpga_2019_17,Offensive Weapons Act,,making,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_uksi_2003_2426,Privacy and Electronic Communications (EC Directive) Regulations,💙 PUBLIC: Data,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_uksi_2007_3100,Merchant Shipping and Fishing Vessels (Health and Safety at Work) (Carcinogens and Mutagens) Regulations,💙 TRANSPORT: Maritime Safety,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_uksi_2015_142,Road Vehicles (Construction and Use) (Amendment) Regulations,💙 TRANSPORT: Road Safety,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_uksi_2017_1206,Radio Equipment Regulations,💙 PUBLIC: Consumer / Product Safety,uncertain,"",t,0,f,f,"","","",""
Q1_lat_candidate_never_queued,legal:lat_session,UK_uksi_2019_1169,Firearms (Fees) Regulations,💙 PUBLIC,uncertain,"",t,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_ssi_2000_149,Children (Protection at Work) (Scotland) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_ukpga_1883_3,Explosive Substances Act,💙 FIRE: Dangerous and Explosive Substances,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_ukpga_1959_66,Obscene Publications Act,💙 PUBLIC,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_ukpga_1964_74,Obscene Publications Act,💙 PUBLIC,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_ukpga_2008_20,Health and Safety (Offences) Act,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_1969_47,Firearms (Dangerous Air Weapons) Rules,💙 PUBLIC,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_1971_818,Driver's Hours (Passenger and Goods Vehicles) (Modifications) Order,💙 TRANSPORT: Road Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_1993_1490,Firearms (Dangerous Air Weapons) (Amendment) Rules,💙 PUBLIC,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_1993_1541,Firearms (Dangerous Air Weapons) (Scotland) Amendment Rules,💙 PUBLIC,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_1993_745,Health and Safety (Miscellaneous Modifications) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_1995_2923,Health and Safety Information for Employees (Modifications and Repeals) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_1996_3016,Road Vehicles Lighting (Amendment) Regulations,💙 TRANSPORT: Road Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2002_2174,Health and Safety (Miscellaneous Amendments) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2003_1690,Road Vehicles (Construction and Use) (Amendment) (No. 2) Regulations,💙 TRANSPORT: Road Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2004_2304,Fire and Rescue Services Act 2004 (Commencement) (England and Scotland) Order,💙 FIRE,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2004_2882,Employers' Liability (Compulsory Insurance) (Amendment) Regulations,💜 HR: Insurance / Compensation / Wages / Benefits,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2004_3386,Control of Substances Hazardous to Health (Amendment) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
